127,16,48,320,384,0.95833,302,1.3841,2,954.68
131,24,58,542,493,1.7748,486,1.7449,2,1430.2
136,24,32,307,448,0.66071,444,0.65766,2,1118.5
137,40,32,364,504,1.4603,509,1.4519,2,1292.6
155,20,24,268,404,0.13861,401,0.13716,2,994.68
156,20,24,240,360,0.27778,340,0.34118,2,876.58
165,32,40,355,415,2.0072,401,2.0923,2,1110.3
166,32,20,258,361,0.68421,346,0.79191,2,906.72
167,32,40,256,348,2.5862,332,2.7349,2,902.13
168,32,21,333,294,1.1769,300,1.17,2,874.56
169,28,36,504,686,0.42857,660,0.47273,2,1704.8
77,24,28,336,544,0.19118,214,2.0093,2,1022.2
101,16,24,171,97,2.7938,80,3.5,3,13.165
103,12,16,95,133,0.35338,130,0.35385,3,12.912
106,12,16,96,135,0.33333,132,0.33333,3,13.077
107,12,16,107,122,0.47541,118,0.49152,3,12.553
108,12,16,119,133,0.35338,130,0.35385,3,13.713
111,24,16,191,177,1.0339,182,1.022,3,19.768
112,24,32,166,234,2.1795,233,2.1588,3,23.15
114,32,18,208,271,1.0074,280,0.99286,3,27.079
116,26,36,193,283,2.2155,278,2.2374,3,27.394
125,16,32,160,184,1.6957,152,2.1579,3,18.292
126,12,48,171,177,2.1864,106,3.9811,3,17.368
128,16,16,128,120,1,160,0.5,3,14.741
129,14,28,106,139,1.7194,109,2.3394,3,13.358
130,13,36,132,177,1.5706,179,1.4134,3,18.03
132,18,32,139,185,2.0162,183,1.9727,3,18.731
133,20,24,71,137,2.3577,136,2.3529,3,13.112
134,20,24,154,296,0.55405,295,0.54576,3,26.381
135,20,24,287,224,1.0536,222,1.0541,3,26.014
138,16,24,139,133,1.7669,193,0.86528,3,16.949
140,24,28,212,272,1.3824,203,2.1724,3,24.793
141,24,16,113,137,1.6277,105,2.5048,3,13.327
142,20,24,114,171,1.6901,174,1.6207,3,16.905
143,20,20,179,157,1.4204,155,1.4516,3,17.825
144,16,16,133,120,1,121,0.98347,3,13.622
145,20,24,135,138,2.3333,143,2.1888,3,15.51
146,20,16,160,204,0.47059,208,0.46154,3,20.332
147,20,16,165,110,1.7273,113,1.6903,3,14.271
148,16,16,124,168,0.42857,144,0.66667,3,15.663
149,16,16,112,210,0.14286,210,0.14286,3,18.841
150,16,16,128,152,0.57895,152,0.57895,3,15.531
151,12,16,96,132,0.36364,136,0.29412,3,13.11
161,20,32,110,147,3.2177,136,3.4706,3,15.081
162,20,24,181,143,2.2168,113,3.0354,3,16.236
163,16,28,227,227,0.90308,205,1.0488,3,23.538
30,14,18,100,189,0.25926,187,0.25134,3,16.979
31,7,36,126,211,0.16114,62,2.4839,3,14.846
53,16,28,175,106,3.0755,109,2.8532,3,14.689
54,16,28,175,106,3.0755,109,2.8532,3,14.689
67,9,44,117,208,0.86058,99,2.5556,3,16.041
68,20,16,112,189,0.5873,116,1.6207,3,15.199
72,20,16,160,74,3.0541,268,0.13433,3,18.07
73,20,24,120,203,1.266,109,3.1835,3,16.042
74,28,24,183,135,3.7704,309,1.0971,3,22.834
75,28,16,224,154,1.7273,356,0.21348,3,26.042
76,24,36,208,364,1.3077,153,4.4118,3,26.401
78,7,36,126,211,0.16114,62,2.4839,3,14.846
79,7,34,119,199,0.1608,60,2.4,3,14.076
81,28,9,123,65,2.4462,211,0.15166,3,14.644
82,28,9,121,62,2.6129,201,0.20896,3,14.151
90,10,74,174,185,2.9459,163,3.0859,3,20.435
94,16,20,168,176,0.72727,160,0.875,3,18.084
95,16,16,128,112,1.1429,112,1.1429,3,12.898
98,16,24,156,108,2.4074,96,2.75,3,13.528
